scopeid,inventarisnummer,aantal_scans
315650,1413,653
315651,1414,617
315652,1415,75
315653,1416,94
315654,1417,71
315655,1418,43
315656,1419,0
315659,1420,667
315660,1421,583
315661,1422,519
315662,1423,515
315663,1424,363
315664,1425,24
315665,1426,421
315666,1427,302
315668,1428,575
315669,1429,681
315670,1430,576
315671,1431,555
315672,1432,580
315673,1433,565
315674,1434,433
315675,1435,486
315676,1436,566
315677,1437,502
315678,1438,653
919117,1439A,336
919118,1439B,318
919119,1440A,381
919120,1440B,423
315681,1441,563
315682,1442,647
919121,1443A,427
919122,1443B,337
919123,1444A,324
919124,1444B,343
919125,1445A,413
919126,1445B,380
919127,1446A,352
919128,1446B,448
919129,1447A,420
919130,1447B,412
919131,1448A,444
919132,1448B,491
919133,1449A,450
919134,1449B,501
919135,1450A,487
919136,1450B,463
919137,1451A,415
919138,1451B,356
919139,1452A,320
919140,1452B,372
919141,1453A,357
919142,1453B,341
919143,1454A,371
919144,1454B,331
919145,1455A,320
919146,1455B,340
919147,1456A,358
919148,1456B,370
315697,1457,505
315699,1458A,351
315700,1458B,334
315701,1459A,336
315702,1459B,257
315703,1460A,334
315704,1460B,405
315705,1461A,386
315706,1461B,454
315708,1462,409
315709,1463,443
315710,1464,518
919149,1465,208
315713,1466,242
315714,1467,270
315715,1468,174
315716,1469,173
315717,1470,1045
315718,1471,1089
315719,1472,1049
315720,1473,988
315721,1474,1161
315722,1475,749
315723,1476,786
315724,1477,674
315726,1478,212
315727,1479,119
315728,1480,302
315729,1481,234
315730,1482,258
315731,1483,312
315732,1484,526
315733,1485,566
315734,1486,646
315735,1487,414
315736,1488,368
315737,1489,256
315738,1490,261
315739,1491,450
315740,1492,401
315741,1493,267
315742,1494,230
315743,1495,288
315744,1496,83
315747,1497,92
315748,1498,148
315749,1499,151
315750,1500,144
315751,1501,154
315752,1502,160
315753,1503,153
315754,1504,152
315755,1505,147
315756,1506,146
315757,1507,143
315758,1508,143
315759,1509,141
315760,1510,151
315761,1511,146
315762,1512,142
315763,1513,143
315764,1514,147
315765,1515,145
315766,1516,143
315767,1517,145
315768,1518,144
315769,1519,141
315770,1520,134
315771,1521,142
315772,1522,142
315773,1523,144
315774,1524,43
315776,1525,150
315777,1526,148
315778,1527,148
315779,1528,148
315780,1529,144
315781,1530,148
315782,1531,144
315783,1532,143
315784,1533,140
315785,1534,143
315786,1535,145
315787,1536,148
315788,1537,147
315789,1538,143
315790,1539,144
315791,1540,145
315792,1541,143
315793,1542,143
315794,1543,139
315795,1544,143
315796,1545,143
315797,1546,92
315799,1547,55
315800,1548,104
315801,1549,9
315803,1550,48
315804,1551,47
315805,1552,50
315806,1553,100
315807,1554,29
315809,1555A,785
315810,1555B,937
315811,1556A,691
315812,1556B,650
315813,1557A,991
315814,1557B,667
315815,1558A,784
315816,1558B,849
919151,1559A,676
919152,1559B,398
315818,1560,596
315819,1561,616
315820,1562,329
315821,1563,435
315822,1564,531
315823,1565,495
315826,1566,404
315827,1567A,419
315828,1567B,390
315829,1568,453
315830,1569,580
315831,1570,232
315832,1571,279
315833,1572,482
315834,1573A,413
315835,1573B,534
315836,1574,718
315837,1575,758
315838,1576A,275
315839,1576B,356
315840,1577,515
315841,1578,314
315842,1579,512
315843,1580,530
315844,1581,514
315845,1582,599
315846,1583,602
315847,1584,379
315848,1585,392
315849,1586,260
315851,1587,171
315852,1588,333
315853,1589,229
315854,1590,354
315857,1591,534
315858,1592,540
919153,1593A,146
919156,1593B,126
919154,1593C,185
919155,1593D,176
315860,1594,574
315861,1595,494
315862,1596,816
315863,1597,170
315864,1598,435
315865,1599,164
315866,1600,128
315867,1601,823
315870,1602,570
315871,1603,662
315872,1604,535
315873,1605,627
315874,1606,576
315875,1607,661
315876,1608,379
315879,1609,229
315880,1610,212
315881,1611,45
315884,1612,674
315885,1613,856
315886,1614,712
74751265,1615A,439
74751289,1615B,394
315890,1616,757
74760945,1617A,580
74760970,1617B,258
74770299,1618AA,657
74770329,1618AB,544
74773972,1618BA,470
74774006,1618BB,546
315894,1619,0
315895,1620,788
315897,1621A,0
74781032,1621BA,64
74781033,1621BB,0
315899,1622A,0
315900,1622B,0
315901,1623,500
315904,1624,468
315905,1625,509
315908,1626A,494
315909,1626B,402
315910,1627,459
315911,1628A,314
315912,1628B,411
315913,1629,723
315914,1630,254
315915,1631,492
315917,1632,174
315918,1633,191
315919,1634,126
315920,1635,550
315922,1636,649
315923,1637A,0
315924,1637B,425
315925,1638,625
315927,1639,502
315928,1640A,295
315929,1640B,268
315932,1641A,0
315933,1641B,0
315934,1642,605
315935,1643,0
315936,1644,0
315937,1645,529
315938,1646A,449
315939,1646B,433
315940,1647,645
315941,1648,531
315942,1649A,650
315943,1649B,0
315944,1650,291
315945,1651,0
315947,1652,180
315948,1653,270
315949,1654,624
315950,1655,718
315951,1656,0
315952,1657,653
919159,1658A,487
919160,1658B,240
315956,1659,453
315957,1660,301
315958,1661,328
315959,1662,313
315960,1663,394
315961,1664,397
315962,1665,259
315963,1666,208
315964,1667,349
315965,1668,301
315966,1669,336
315967,1670,157
315968,1671,320
315969,1672,169
315970,1673,159
315971,1674,162
315972,1675,169
315973,1676,165
315974,1677,256
315975,1678,22
315977,1679,0
315978,1680A,452
919161,1680B,445
315979,1681A,421
315980,1681B,379
315981,1682,535
315982,1683,605
315983,1684,499
315984,1685,502
315985,1686A,454
315986,1686B,389
919162,1687A,493
919163,1687B,357
315988,1688,431
315989,1689,503
315990,1690A,510
315991,1690B,403
315992,1691,492
315993,1692,574
315994,1693,521
315995,1694,523
315996,1695,613
315997,1696,530
315998,1697,623
315999,1698,684
316000,1699,610
316001,1700,601
316002,1701,731
316003,1702,594
316004,1703A,376
316005,1703B,443
316006,1704A,436
316007,1704B,0
316008,1705A,417
316009,1705B,387
316010,1706A,393
316011,1706B,384
316012,1707A,344
316013,1707B,364
316014,1708,609
316015,1709,581
316016,1710,461
316017,1711,605
316018,1712,606
316019,1713,586
316020,1714A,291
316021,1714B,274
316022,1715A,365
316023,1715B,332
316024,1716,572
316025,1717,590
316026,1718,577
316027,1719,489
316028,1720,494
316029,1721,604
316030,1722,500
316031,1723,485
316032,1724,618
316033,1725,566
316034,1726A,326
316035,1726B,309
316036,1727A,300
316037,1727B,294
316038,1728A,271
316039,1728B,304
316040,1729A,291
316041,1729B,252
316042,1730A,340
316043,1730B,234
316044,1731A,349
316045,1731B,259
316046,1732,480
316047,1733,395
316048,1734,509
316049,1735,491
316050,1736,469
316051,1737A,394
316052,1737B,284
316053,1738,346
316054,1739,914
316057,1740,128
316058,1741,231
316061,1742,386
316062,1743,746
316063,1744A,518
316064,1744B,275
316065,1745,556
316066,1746,546
316067,1747,481
316068,1748,473
316069,1749,396
316070,1750,372
316071,1751,399
316072,1752,457
316073,1753,482
316074,1754,449
316075,1755,495
316076,1756,506
316077,1757,440
316078,1758,416
316079,1759,410
316080,1760,490
316081,1761,557
316082,1762,527
316083,1763,481
316084,1764,615
316085,1765,721
316086,1766,626
316087,1767,534
316088,1768,586
316089,1769,500
316090,1770,438
316091,1771,562
316092,1772,509
316093,1773,456
316094,1774,433
316095,1775,441
316096,1776,402
316097,1777,342
316098,1778,77
316099,1778A,207
316102,1779A,115
316103,1779B,55
316104,1779C,40
316105,1779D,23
316106,1779E,29
316107,1779F,118
316108,1779G,23
316109,1779H,1
316110,1779I,50
316111,1779K,66
316112,1779L,73
316113,1779M,0
316114,1780,928
316117,1781,177
316118,1782,143
316120,1783,600
316121,1784,436
316122,1785,417
316123,1786,443
316124,1787,490
316125,1788,328
316127,1789,621
316128,1790,481
316131,1791,411
316132,1792,300
316133,1793,264
316134,1794,221
316135,1795,439
316136,1796,411
316137,1797,362
316138,1798,406
316139,1799,446
316140,1800,499
316141,1801,489
316142,1802,380
316143,1803,301
316144,1804,301
316145,1805,184
316148,1806,280
316149,1807,279
316150,1808,286
316151,1809,283
316153,1810A,681
316154,1810B,595
316155,1811A,950
316156,1811B,316
316157,1812,758
316159,1813,1067
316160,1814A,610
316161,1814B,594
316162,1815,847
316163,1816,729
316164,1817,581
316165,1818,648
316166,1819,597
316167,1820,610
316168,1821,572
316169,1822,499
316170,1823,632
316171,1824,395
316174,1825,0
316176,1826,801
316177,1827,370
316179,1828,0
316181,1829,101
316182,1830,213
316183,1831,341
316184,1832,272
316185,1833,295
316186,1834,0
316188,1835,0
316189,1836,863
316190,1837A,382
316191,1837B,710
316192,1838,227
316193,1839A,0
316194,1839B,0
316195,1840A,539
316196,1840B,701
316197,1841A,0
316198,1841B,0
316199,1842,834
919165,1843A,297
919166,1843B,0
316201,1844,195
316203,1845,0
316204,1846,384
316205,1847,333
316206,1848,506
316207,1849,347
316208,1850,512
316209,1851,392
316210,1852,441
316211,1853,458
316212,1854,575
316213,1855,0
316214,1856,684
316215,1857,560
316216,1858,399
919167,1859,0
74854117,1860A,565
74854151,1860B,0
74854166,1860C,410
74876231,1861A,265
74876250,1861B,416
74876264,1861C,401
74967301,1862A,0
74967302,1862B,0
74967303,1862C,0
74967304,1862D,0
74967296,1863A,0
74967297,1863B,0
74967298,1863C,0
74967292,1864A,0
74967293,1864B,0
74967294,1864C,0
74967295,1864D,396
316229,1865,321
316230,1866,311
316231,1867,240
316232,1868,286
316233,1869,257
316234,1870,258
316235,1871,212
316236,1872,228
316237,1873,209
316238,1874,225
316239,1875,105
919168,1876A,435
919169,1876B,520
316242,1877,650
316243,1878A,468
316244,1878B,514
316246,1879,239
316247,1880,280
316248,1881,261
316249,1882,259
316250,1883,263
316251,1884,308
316252,1885,256
316253,1886,295
316254,1887,288
316255,1888,292
316256,1889,268
316257,1890,256
316258,1891,238
316259,1892,232
316260,1893,232
316261,1894,203
316262,1895,195
316263,1896,194
316264,1897,186
316265,1898,207
316266,1899,222
316267,1900,237
316268,1901,211
316269,1902,261
316270,1903,259
316271,1904,243
316272,1905,234
316273,1906,235
316274,1907,224
316276,1908A,888
316277,1908B,468
316278,1909A,537
316279,1909B,370
316280,1910,646
316281,1911A,453
316282,1911B,427
316283,1912,623
316284,1913A,588
316285,1913B,267
316287,1914,726
316288,1915,799
316292,1916,240
316296,1917,182
316297,1918,140
316298,1919,167
316301,1920,697
316302,1921,628
316303,1922,745
316304,1923,621
316306,1924,167
316312,1925A,0
316313,1925B,0
316314,1925C,0
316317,1926,284
316318,1927,170
316319,1928,208
316320,1929,243
316321,1930,195
316322,1931,191
316323,1932,189
316324,1933,205
316325,1934,174
316326,1935,164
316327,1936,114
316328,1937,93
316329,1938,140
316330,1939,108
316331,1940,104
316332,1941,128
316333,1942,179
316334,1943,108
316335,1944,104
316336,1945,261
316338,1946,859
316339,1947,878
316340,1948,1007
316341,1949,883
316342,1950,220
316343,1951,245
316344,1952,207
316345,1953,267
316346,1954,193
316347,1955,179
316348,1956,211
316349,1957,203
316350,1958,283
316351,1959,214
316352,1960,170
316353,1961,264
316354,1962,250
316355,1963,220
316356,1964,234
316357,1965,295
316358,1966,244
316359,1967,251
316360,1968,293
316361,1969,225
316362,1970A,424
316363,1970B,415
316366,1971,500
316367,1972,467
316368,1973,471
316369,1974,513
316370,1975,494
316371,1976,290
316372,1977A,560
316373,1977B,658
316375,1978,395
316376,1979,465
316377,1980,438
316378,1981,477
316379,1982,545
316380,1983,497
316381,1984,463
316382,1985,458
316383,1986,390
316386,1987A,415
316387,1987B,316
316388,1988,700
316389,1989,460
316391,1990,354
316392,1991,427
316393,1992,457
316394,1993,470
316395,1994,435
316396,1995,431
919172,1996A,340
919173,1996B,739
316399,1997,745
316401,1998,282
316402,1999,268
316403,2000,291
316404,2001,337
316405,2002,515
316406,2003,509
316407,2004A,316
316408,2004B,257
316409,2005A,270
316410,2005B,341
316411,2006A,295
316412,2006B,360
316413,2007A,292
316414,2007B,287
316415,2008A,257
316416,2008B,289
316417,2009A,294
316418,2009B,359
316419,2010A,293
316420,2010B,232
316421,2011A,243
316422,2011B,327
316423,2012A,256
316424,2012B,295
316425,2013A,263
316426,2013B,203
316427,2014A,276
316428,2014B,246
316429,2015A,269
316430,2015B,395
316431,2016A,309
316432,2016B,354
316433,2017A,360
316434,2017B,275
316435,2018,412
316437,2019,151
316438,2020,153
316439,2021,76
316441,2022,142
316443,2023,359
316444,2024,312
316445,2025,360
316447,2026,244
316448,2027A,246
316449,2027B,583
316450,2028,408
316452,2029,390
316453,2030A,267
316454,2030B,523
316455,2031A,359
316456,2031B,285
316458,2032,351
316459,2033A,404
316460,2033B,599
316461,2034,300
316462,2035,572
316463,2036,596
316466,2037,279
316467,2038,286
316468,2039,288
316469,2040,291
316470,2041,293
316471,2042,290
316472,2043,285
316473,2044,283
316474,2045,279
316475,2046,285
316476,2047,279
316477,2048,279
316479,2049,368
63092940,2050,263
316482,2051,233
316483,2052,264
316484,2053,307
316485,2054,276
316486,2055,461
316487,2056,323
316488,2057,348
316489,2058,368
316490,2059,354
316491,2060,292
316492,2061,335
316493,2062,310
316494,2063,326
316495,2064,311
316496,2065,392
316497,2066,348
316498,2067,402
316499,2068,343
316500,2069,337
316501,2070,391
316502,2071,439
316503,2072,454
316504,2073,392
316505,2074,367
316506,2075,321
316507,2076,298
316508,2077,337
316509,2078,328
316510,2079,296
316511,2080,266
316512,2081,250
316513,2082,178
316515,2083A,838
316516,2083B,341
316517,2084A,386
919175,2084B,763
316518,2085,960
316519,2086A,525
316520,2086B,585
316521,2087A,518
316522,2087B,466
316524,2088A,421
316525,2088B,314
316526,2089A,304
316527,2089B,363
316528,2090A,504
316529,2090B,422
316531,2091,133
316533,2092,167
316534,2093,113
316535,2094,180
316536,2095,152
316537,2096,0
316539,2097,59
316540,2098A,41
316541,2098B,0
316542,2098C,0
316544,2099,0
316545,2100,0
316547,2101A,207
316548,2101B,256
316549,2101C,192
316550,2102A,284
316551,2102B,233
316552,2103,529
316555,2104A,611
316556,2104B,0
316557,2105,0
316558,2106,554
316559,2107,0
316569,2108A,71
316570,2108B,25
316571,2108C,80
316572,2108D,70
316573,2108E,35
316574,2108F,46
316575,2108G,64
316577,2109,731
316578,2110,752
316579,2111,715
316580,2112,813
316581,2113A,424
316582,2113B,443
316583,2114A,418
316584,2114B,287
316585,2115,683
316586,2116,607
316587,2117,621
316588,2118,613
316589,2119A,373
316590,2119B,646
316591,2120,191
316592,2121A,525
316593,2121B,561
316594,2122A,449
316595,2122B,404
316597,2123,283
316599,2124A,313
316600,2124B,321
316601,2124C,0
316602,2125A,0
316603,2125B,0
316604,2126,564
919178,2127A,303
316608,2127AA,0
316606,2127B,0
919179,2128,0
316611,2129,272
316612,2130,366
316613,2131,561
316614,2132,445
316615,2133,505
316617,2134,532
316618,2135,784
316619,2136,513
316620,2137,522
316621,2138,466
316622,2139,447
316623,2140,434
316624,2141,576
316625,2142,533
316626,2143,510
316627,2144,360
316628,2145,443
316629,2146,623
316630,2147,606
316631,2148,489
316632,2149,492
316633,2150,542
316634,2151,391
316635,2152,687
316636,2153,598
316638,2154,524
316639,2155,210
74967270,2156A,520
74967271,2156B,430
74967272,2156C,228
74967273,2157A,178
74967274,2157B,419
74967275,2157C,390
74967276,2158A,414
74967277,2158B,358
74967278,2158C,360
74967280,2159A,378
74967281,2159B,400
74967282,2159C,331
74967284,2160A,444
74967285,2160B,311
74967286,2160C,488
316647,2161,645
74967289,2162A,400
74967290,2162B,320
74967291,2162C,282
316651,2163,235
316652,2164,219
316653,2165,169
316654,2166,168
316655,2167,75
316656,2168,118
316657,2169,139
316658,2170,145
316659,2171,181
316660,2172,158
316661,2173,164
316662,2174,180
316663,2175,154
316664,2176,164
316665,2177,115
316666,2178,185
316667,2179,108
316668,2180,133
316670,2181,123
316671,2182,214
316672,2183,130
316673,2184,151
316674,2185,155
316676,2186,335
316677,2187A,442
316678,2187B,530
919186,2188A,594
919181,2188B,592
316680,2189A,487
316681,2189B,640
316682,2190,814
316683,2191,923
316684,2192,751
316685,2193,619
316686,2194,700
316687,2195,573
316688,2196,636
316689,2197,770
316690,2198,714
316691,2199,834
316692,2200,813
316693,2201,842
316694,2202,957
316695,2203,867
316696,2204,897
316697,2205,904
316698,2206,947
316699,2207,960
316700,2208,1103
316701,2209,1058
316702,2210,1227
316703,2211,1020
316704,2212A,585
316705,2212B,618
316706,2213A,597
316707,2213B,472
316708,2214A,595
316709,2214B,623
316710,2215A,638
316711,2215B,575
316712,2216A,545
316713,2216B,609
316714,2217A,489
316715,2217B,537
316716,2218A,628
316717,2218B,604
316718,2219A,676
316719,2219B,539
316720,2220,796
316721,2221,901
316722,2222,1003
316723,2223,899
316724,2224,1051
316725,2225,1058
316726,2226,984
316727,2227,1002
316728,2228,1112
316729,2229,1174
316730,2230,1189
316731,2231,1183
316732,2232,857
316733,2233,983
316734,2234,995
316735,2235,888
316736,2236,1060
316737,2237,1137
316738,2238,1000
316739,2239,1212
316740,2240,879
316741,2241A,682
316742,2241B,603
316743,2242A,556
316744,2242B,593
316745,2243,976
316746,2244A,692
316747,2244B,590
316748,2245,1043
316749,2246,886
316750,2247,1063
316751,2248,931
316752,2249A,710
316753,2249B,722
919182,2250A,593
919183,2250B,576
316755,2251,763
316756,2252,958
316757,2253,519
316758,2254,592
919184,2255A,332
919185,2255B,348
316760,2256,598
316761,2257,505
316762,2258,499
316763,2259,500
316764,2260,471
316766,2261A,438
316767,2261B,427
316768,2262A,456
316769,2262B,346
316771,2263,705
316772,2264,588
316773,2265,640
316774,2266,776
316775,2267,761
316776,2268,752
316777,2269,836
316778,2270,776
316779,2271,980
316780,2272,884
